,track.name,name,song_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
5165,My Friends,Various Artists,3bh9jyKSTLGto75BPXmJNd,0.273,0.0835,6.0,-17.648,0.0,0.0372,0.928,5.95e-05,0.132,0.0729,117.701,audio_features,3bh9jyKSTLGto75BPXmJNd,spotify:track:3bh9jyKSTLGto75BPXmJNd,https://api.spotify.com/v1/tracks/3bh9jyKSTLGto75BPXmJNd,https://api.spotify.com/v1/audio-analysis/3bh9jyKSTLGto75BPXmJNd,228227.0,4.0
5166,Helicopter,Bloc Party,7vjzFWG4neQ9YYMN9yZ9hr,0.47,0.952,11.0,-3.641,0.0,0.134,0.000139,0.00283,0.386,0.398,170.058,audio_features,7vjzFWG4neQ9YYMN9yZ9hr,spotify:track:7vjzFWG4neQ9YYMN9yZ9hr,https://api.spotify.com/v1/tracks/7vjzFWG4neQ9YYMN9yZ9hr,https://api.spotify.com/v1/audio-analysis/7vjzFWG4neQ9YYMN9yZ9hr,220573.0,4.0
5167,Banquet,Bloc Party,2YxXuCdbUpil3P7tRjhW1t,0.578,0.892,10.0,-7.952,0.0,0.0441,0.000139,0.0111,0.215,0.892,150.253,audio_features,2YxXuCdbUpil3P7tRjhW1t,spotify:track:2YxXuCdbUpil3P7tRjhW1t,https://api.spotify.com/v1/tracks/2YxXuCdbUpil3P7tRjhW1t,https://api.spotify.com/v1/audio-analysis/2YxXuCdbUpil3P7tRjhW1t,196613.0,4.0
5168,What's My Name?,Rihanna,5xZtUAVUVfjBtVtMOgMkyy,0.69,0.786,2.0,-2.959,1.0,0.0692,0.229,0.0,0.0797,0.583,100.049,audio_features,5xZtUAVUVfjBtVtMOgMkyy,spotify:track:5xZtUAVUVfjBtVtMOgMkyy,https://api.spotify.com/v1/tracks/5xZtUAVUVfjBtVtMOgMkyy,https://api.spotify.com/v1/audio-analysis/5xZtUAVUVfjBtVtMOgMkyy,263173.0,4.0
5169,"Decode - Live at Red Rocks Amphitheatre, Morrison, CO, 8/12/2014",Paramore,5rrJOeJ2SMhtQjIPD8kmLr,0.277,0.949,10.0,-4.072,0.0,0.0919,0.00155,0.000112,0.765,0.232,164.102,audio_features,5rrJOeJ2SMhtQjIPD8kmLr,spotify:track:5rrJOeJ2SMhtQjIPD8kmLr,https://api.spotify.com/v1/tracks/5rrJOeJ2SMhtQjIPD8kmLr,https://api.spotify.com/v1/audio-analysis/5rrJOeJ2SMhtQjIPD8kmLr,264205.0,4.0
5170,Down I-5,case/lang/veirs,26f6EiUnfdtFf6fg45HSYo,0.535,0.685,4.0,-12.949,1.0,0.0455,0.122,0.325,0.142,0.477,120.573,audio_features,26f6EiUnfdtFf6fg45HSYo,spotify:track:26f6EiUnfdtFf6fg45HSYo,https://api.spotify.com/v1/tracks/26f6EiUnfdtFf6fg45HSYo,https://api.spotify.com/v1/audio-analysis/26f6EiUnfdtFf6fg45HSYo,182024.0,4.0
5171,Moon And Moon,Bat For Lashes,7HaNlbEP3u3WAxNxVC6M5m,0.309,0.254,9.0,-12.485,0.0,0.0291,0.981,0.0164,0.0908,0.204,168.745,audio_features,7HaNlbEP3u3WAxNxVC6M5m,spotify:track:7HaNlbEP3u3WAxNxVC6M5m,https://api.spotify.com/v1/tracks/7HaNlbEP3u3WAxNxVC6M5m,https://api.spotify.com/v1/audio-analysis/7HaNlbEP3u3WAxNxVC6M5m,188907.0,3.0
5172,Black Betty,Ram Jam,2ZOTtG7v1OrSNs6EINIGb4,0.465,0.865,11.0,-9.573,0.0,0.098,0.018,0.00135,0.0769,0.677,117.528,audio_features,2ZOTtG7v1OrSNs6EINIGb4,spotify:track:2ZOTtG7v1OrSNs6EINIGb4,https://api.spotify.com/v1/tracks/2ZOTtG7v1OrSNs6EINIGb4,https://api.spotify.com/v1/audio-analysis/2ZOTtG7v1OrSNs6EINIGb4,237893.0,4.0
5173,Blame It,Jamie Foxx,08uGhvS5MfBk7crUCpnjva,0.673,0.614,7.0,-5.426,1.0,0.103,0.0782,0.0,0.139,0.362,176.052,audio_features,08uGhvS5MfBk7crUCpnjva,spotify:track:08uGhvS5MfBk7crUCpnjva,https://api.spotify.com/v1/tracks/08uGhvS5MfBk7crUCpnjva,https://api.spotify.com/v1/audio-analysis/08uGhvS5MfBk7crUCpnjva,289747.0,4.0
5174,Maggie May,Rod Stewart,6c20LH3R4foocWLmYyojWq,0.611,0.583,2.0,-10.428,1.0,0.0408,0.611,0.0853,0.0688,0.53,129.432,audio_features,6c20LH3R4foocWLmYyojWq,spotify:track:6c20LH3R4foocWLmYyojWq,https://api.spotify.com/v1/tracks/6c20LH3R4foocWLmYyojWq,https://api.spotify.com/v1/audio-analysis/6c20LH3R4foocWLmYyojWq,350267.0,4.0
5175,Brother Down,Sam Roberts Band,6bH8NQzpdpy8CvRcmFbKPW,0.559,0.931,0.0,-3.926,1.0,0.0318,0.3,0.000348,0.42,0.855,98.552,audio_features,6bH8NQzpdpy8CvRcmFbKPW,spotify:track:6bH8NQzpdpy8CvRcmFbKPW,https://api.spotify.com/v1/tracks/6bH8NQzpdpy8CvRcmFbKPW,https://api.spotify.com/v1/audio-analysis/6bH8NQzpdpy8CvRcmFbKPW,264133.0,4.0
5176,Someday,Nickelback,4PkJ7c9y1CwpuVOiJODnCZ,0.455,0.858,11.0,-5.659,0.0,0.0391,0.000616,0.000247,0.226,0.597,163.118,audio_features,4PkJ7c9y1CwpuVOiJODnCZ,spotify:track:4PkJ7c9y1CwpuVOiJODnCZ,https://api.spotify.com/v1/tracks/4PkJ7c9y1CwpuVOiJODnCZ,https://api.spotify.com/v1/audio-analysis/4PkJ7c9y1CwpuVOiJODnCZ,207467.0,4.0
5177,Coraline,Rasputina,7zgTAUoVFEiZVPiebzjrNU,0.415,0.514,2.0,-8.421,0.0,0.0402,0.334,7.95e-05,0.0981,0.403,119.269,audio_features,7zgTAUoVFEiZVPiebzjrNU,spotify:track:7zgTAUoVFEiZVPiebzjrNU,https://api.spotify.com/v1/tracks/7zgTAUoVFEiZVPiebzjrNU,https://api.spotify.com/v1/audio-analysis/7zgTAUoVFEiZVPiebzjrNU,163880.0,4.0
5178,"Humankind, as the Sailor",Rasputina,041jCt1PmrIi6fzsqmPZLa,0.556,0.41,8.0,-8.842,1.0,0.0392,0.276,0.0262,0.108,0.0776,139.246,audio_features,041jCt1PmrIi6fzsqmPZLa,spotify:track:041jCt1PmrIi6fzsqmPZLa,https://api.spotify.com/v1/tracks/041jCt1PmrIi6fzsqmPZLa,https://api.spotify.com/v1/audio-analysis/041jCt1PmrIi6fzsqmPZLa,158587.0,3.0
5179,The 2 Miss Leavens,Rasputina,5quPV9Is4arpoZ2wYSUDXq,0.465,0.271,2.0,-10.613,1.0,0.0293,0.0144,0.00322,0.105,0.0589,140.883,audio_features,5quPV9Is4arpoZ2wYSUDXq,spotify:track:5quPV9Is4arpoZ2wYSUDXq,https://api.spotify.com/v1/tracks/5quPV9Is4arpoZ2wYSUDXq,https://api.spotify.com/v1/audio-analysis/5quPV9Is4arpoZ2wYSUDXq,223787.0,3.0
5180,Beware The Touch,Hannah Fury,03Wk49AEngO2IMdMfyOBSA,0.306,0.602,1.0,-9.764,1.0,0.0432,0.643,0.000293,0.271,0.252,144.495,audio_features,03Wk49AEngO2IMdMfyOBSA,spotify:track:03Wk49AEngO2IMdMfyOBSA,https://api.spotify.com/v1/tracks/03Wk49AEngO2IMdMfyOBSA,https://api.spotify.com/v1/audio-analysis/03Wk49AEngO2IMdMfyOBSA,223120.0,3.0
5181,Sign of the Zodiac,Rasputina,418zOsoHsqwLJEJ2zBkgCG,0.335,0.294,2.0,-12.386,0.0,0.0359,0.805,0.118,0.113,0.0967,132.112,audio_features,418zOsoHsqwLJEJ2zBkgCG,spotify:track:418zOsoHsqwLJEJ2zBkgCG,https://api.spotify.com/v1/tracks/418zOsoHsqwLJEJ2zBkgCG,https://api.spotify.com/v1/audio-analysis/418zOsoHsqwLJEJ2zBkgCG,227000.0,4.0
5182,My Night Sky,Rasputina,3a6TqnAYySr9rEaVs700ew,0.346,0.474,2.0,-9.467,1.0,0.0331,0.383,0.0882,0.116,0.369,120.577,audio_features,3a6TqnAYySr9rEaVs700ew,spotify:track:3a6TqnAYySr9rEaVs700ew,https://api.spotify.com/v1/tracks/3a6TqnAYySr9rEaVs700ew,https://api.spotify.com/v1/audio-analysis/3a6TqnAYySr9rEaVs700ew,261280.0,3.0
5183,Love,American Authors,63jtv6OVPH2SPb03icmiVo,0.474,0.791,10.0,-3.607,1.0,0.0344,0.0791,0.0,0.136,0.756,183.999,audio_features,63jtv6OVPH2SPb03icmiVo,spotify:track:63jtv6OVPH2SPb03icmiVo,https://api.spotify.com/v1/tracks/63jtv6OVPH2SPb03icmiVo,https://api.spotify.com/v1/audio-analysis/63jtv6OVPH2SPb03icmiVo,198280.0,4.0
5184,On a Clear Day You Can See Forever,The Peddlers,3FzBRKgDtjtv0Xu0diOzib,0.527,0.323,2.0,-18.418,0.0,0.0312,0.264,0.000168,0.296,0.439,90.711,audio_features,3FzBRKgDtjtv0Xu0diOzib,spotify:track:3FzBRKgDtjtv0Xu0diOzib,https://api.spotify.com/v1/tracks/3FzBRKgDtjtv0Xu0diOzib,https://api.spotify.com/v1/audio-analysis/3FzBRKgDtjtv0Xu0diOzib,219733.0,4.0
5185,Kiss from a Rose,Seal,3YKptz29AsOlm7WAVnztBh,0.584,0.533,10.0,-7.11,0.0,0.0305,0.684,0.0,0.306,0.224,131.745,audio_features,3YKptz29AsOlm7WAVnztBh,spotify:track:3YKptz29AsOlm7WAVnztBh,https://api.spotify.com/v1/tracks/3YKptz29AsOlm7WAVnztBh,https://api.spotify.com/v1/audio-analysis/3YKptz29AsOlm7WAVnztBh,288427.0,3.0
5186,Black (feat. Norah Jones),Danger Mouse,5H43dazn2x2O9dkDVvaiDS,0.454,0.638,5.0,-9.916,1.0,0.0292,0.14,0.398,0.102,0.748,170.388,audio_features,5H43dazn2x2O9dkDVvaiDS,spotify:track:5H43dazn2x2O9dkDVvaiDS,https://api.spotify.com/v1/tracks/5H43dazn2x2O9dkDVvaiDS,https://api.spotify.com/v1/audio-analysis/5H43dazn2x2O9dkDVvaiDS,211507.0,4.0
5187,Black (feat. Norah Jones),Daniele Luppi,5H43dazn2x2O9dkDVvaiDS,0.454,0.638,5.0,-9.916,1.0,0.0292,0.14,0.398,0.102,0.748,170.388,audio_features,5H43dazn2x2O9dkDVvaiDS,spotify:track:5H43dazn2x2O9dkDVvaiDS,https://api.spotify.com/v1/tracks/5H43dazn2x2O9dkDVvaiDS,https://api.spotify.com/v1/audio-analysis/5H43dazn2x2O9dkDVvaiDS,211507.0,4.0
5188,This Guy's In Love With You,Herb Alpert & The Tijuana Brass,7a3g7jILDCvADVN9NQIyYj,0.635,0.167,1.0,-12.998,1.0,0.0403,0.858,0.000999,0.213,0.246,83.768,audio_features,7a3g7jILDCvADVN9NQIyYj,spotify:track:7a3g7jILDCvADVN9NQIyYj,https://api.spotify.com/v1/tracks/7a3g7jILDCvADVN9NQIyYj,https://api.spotify.com/v1/audio-analysis/7a3g7jILDCvADVN9NQIyYj,239733.0,4.0
5189,"Pure Imagination - From ""Willy Wonka & The Chocolate Factory"" Soundtrack",Various Artists,4f4HLo6L9CJNhD4mEYxrCL,0.251,0.115,10.0,-20.223,0.0,0.038,0.695,2.11e-05,0.617,0.116,70.645,audio_features,4f4HLo6L9CJNhD4mEYxrCL,spotify:track:4f4HLo6L9CJNhD4mEYxrCL,https://api.spotify.com/v1/tracks/4f4HLo6L9CJNhD4mEYxrCL,https://api.spotify.com/v1/audio-analysis/4f4HLo6L9CJNhD4mEYxrCL,260227.0,4.0
5190,All My Days,Alexi Murdoch,6imKHLNom4xjEj2n3ZbKHr,0.421,0.426,2.0,-11.011,1.0,0.0313,0.819,0.727,0.0847,0.553,88.537,audio_features,6imKHLNom4xjEj2n3ZbKHr,spotify:track:6imKHLNom4xjEj2n3ZbKHr,https://api.spotify.com/v1/tracks/6imKHLNom4xjEj2n3ZbKHr,https://api.spotify.com/v1/audio-analysis/6imKHLNom4xjEj2n3ZbKHr,297120.0,4.0
5191,Olden Times,The Romanovs,3JzYRIIzEVQCxm030iOZ6P,0.661,0.484,7.0,-9.839,0.0,0.0446,0.255,0.0,0.0939,0.236,137.964,audio_features,3JzYRIIzEVQCxm030iOZ6P,spotify:track:3JzYRIIzEVQCxm030iOZ6P,https://api.spotify.com/v1/tracks/3JzYRIIzEVQCxm030iOZ6P,https://api.spotify.com/v1/audio-analysis/3JzYRIIzEVQCxm030iOZ6P,233880.0,4.0
5192,Dead Souls,Various Artists,12s8P9IFXjJWwVnX7u26ca,0.506,0.81,5.0,-8.865,0.0,0.0473,0.000885,0.796,0.0892,0.728,99.313,audio_features,12s8P9IFXjJWwVnX7u26ca,spotify:track:12s8P9IFXjJWwVnX7u26ca,https://api.spotify.com/v1/tracks/12s8P9IFXjJWwVnX7u26ca,https://api.spotify.com/v1/audio-analysis/12s8P9IFXjJWwVnX7u26ca,293693.0,4.0
5193,Holocaust of Giants,Rasputina,3rWWzDmTWwvFJPFJXlLcA6,0.245,0.587,5.0,-6.781,0.0,0.042,0.00251,5.23e-06,0.0837,0.373,180.073,audio_features,3rWWzDmTWwvFJPFJXlLcA6,spotify:track:3rWWzDmTWwvFJPFJXlLcA6,https://api.spotify.com/v1/tracks/3rWWzDmTWwvFJPFJXlLcA6,https://api.spotify.com/v1/audio-analysis/3rWWzDmTWwvFJPFJXlLcA6,180107.0,4.0
5194,Burn,Various Artists,0tHOTQBn2M4CD2dcyHivth,0.574,0.915,2.0,-9.79,0.0,0.0399,0.00175,0.664,0.34,0.508,104.042,audio_features,0tHOTQBn2M4CD2dcyHivth,spotify:track:0tHOTQBn2M4CD2dcyHivth,https://api.spotify.com/v1/tracks/0tHOTQBn2M4CD2dcyHivth,https://api.spotify.com/v1/audio-analysis/0tHOTQBn2M4CD2dcyHivth,398933.0,4.0
5195,Lullaby,The Cure,4gUFLI72hntIZFkGJOTwgw,0.723,0.68,9.0,-4.445,1.0,0.045,0.0103,0.391,0.0519,0.565,93.924,audio_features,4gUFLI72hntIZFkGJOTwgw,spotify:track:4gUFLI72hntIZFkGJOTwgw,https://api.spotify.com/v1/tracks/4gUFLI72hntIZFkGJOTwgw,https://api.spotify.com/v1/audio-analysis/4gUFLI72hntIZFkGJOTwgw,249067.0,4.0
5196,How Soon Is Now? (2008 Remastered Version),The Smiths,31u14DzjauDPhwZFa0EcdW,0.55,0.941,1.0,-5.721,0.0,0.0413,0.000872,0.0854,0.101,0.746,95.409,audio_features,31u14DzjauDPhwZFa0EcdW,spotify:track:31u14DzjauDPhwZFa0EcdW,https://api.spotify.com/v1/tracks/31u14DzjauDPhwZFa0EcdW,https://api.spotify.com/v1/audio-analysis/31u14DzjauDPhwZFa0EcdW,406987.0,4.0
5197,Dream On,Depeche Mode,5BUrkTskJMFnl5TtaNFfV6,0.811,0.565,10.0,-9.266,0.0,0.0405,0.268,0.00154,0.163,0.642,128.001,audio_features,5BUrkTskJMFnl5TtaNFfV6,spotify:track:5BUrkTskJMFnl5TtaNFfV6,https://api.spotify.com/v1/tracks/5BUrkTskJMFnl5TtaNFfV6,https://api.spotify.com/v1/audio-analysis/5BUrkTskJMFnl5TtaNFfV6,259785.0,4.0
5198,Hong Kong Garden,Siouxsie and the Banshees,3Ji0cutA29AmTM1v0gNE60,0.618,0.678,0.0,-10.406,1.0,0.0315,0.00457,0.032,0.168,0.701,146.629,audio_features,3Ji0cutA29AmTM1v0gNE60,spotify:track:3Ji0cutA29AmTM1v0gNE60,https://api.spotify.com/v1/tracks/3Ji0cutA29AmTM1v0gNE60,https://api.spotify.com/v1/audio-analysis/3Ji0cutA29AmTM1v0gNE60,173520.0,4.0
5199,Happy House,Siouxsie and the Banshees,08NyT4kTqgLDXvBP6cRCSJ,0.574,0.623,7.0,-10.586,1.0,0.0471,0.00811,0.24,0.201,0.356,119.452,audio_features,08NyT4kTqgLDXvBP6cRCSJ,spotify:track:08NyT4kTqgLDXvBP6cRCSJ,https://api.spotify.com/v1/tracks/08NyT4kTqgLDXvBP6cRCSJ,https://api.spotify.com/v1/audio-analysis/08NyT4kTqgLDXvBP6cRCSJ,231667.0,4.0
5200,Never Let Me Down Again,Depeche Mode,6mGduLfvfVOimuxfRvTdR0,0.599,0.718,0.0,-12.563,1.0,0.0287,0.282,0.0481,0.692,0.784,106.082,audio_features,6mGduLfvfVOimuxfRvTdR0,spotify:track:6mGduLfvfVOimuxfRvTdR0,https://api.spotify.com/v1/tracks/6mGduLfvfVOimuxfRvTdR0,https://api.spotify.com/v1/audio-analysis/6mGduLfvfVOimuxfRvTdR0,287960.0,4.0
5201,Camisado,Panic! At The Disco,2hgkutEHVmJRg7drAJAFHi,0.538,0.913,2.0,-3.493,1.0,0.138,0.0177,0.0,0.115,0.409,156.076,audio_features,2hgkutEHVmJRg7drAJAFHi,spotify:track:2hgkutEHVmJRg7drAJAFHi,https://api.spotify.com/v1/tracks/2hgkutEHVmJRg7drAJAFHi,https://api.spotify.com/v1/audio-analysis/2hgkutEHVmJRg7drAJAFHi,191867.0,4.0
5202,Time to Dance,Panic! At The Disco,4C2i4NymWRem1LOVEqwWV6,0.425,0.97,9.0,-2.512,0.0,0.163,0.0135,0.0,0.291,0.431,170.19,audio_features,4C2i4NymWRem1LOVEqwWV6,spotify:track:4C2i4NymWRem1LOVEqwWV6,https://api.spotify.com/v1/tracks/4C2i4NymWRem1LOVEqwWV6,https://api.spotify.com/v1/audio-analysis/4C2i4NymWRem1LOVEqwWV6,202027.0,4.0
5203,Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off,Panic! At The Disco,5eB7w8UZJKjL5XmnC6Pctg,0.66,0.8,8.0,-4.644,1.0,0.0992,0.106,0.0,0.154,0.476,125.966,audio_features,5eB7w8UZJKjL5XmnC6Pctg,spotify:track:5eB7w8UZJKjL5XmnC6Pctg,https://api.spotify.com/v1/tracks/5eB7w8UZJKjL5XmnC6Pctg,https://api.spotify.com/v1/audio-analysis/5eB7w8UZJKjL5XmnC6Pctg,200227.0,4.0
5204,But It's Better If You Do,Panic! At The Disco,2ZqTtndqAZDRAWw2vgZwQK,0.467,0.848,9.0,-3.063,0.0,0.0716,0.0617,0.0,0.29,0.674,170.038,audio_features,2ZqTtndqAZDRAWw2vgZwQK,spotify:track:2ZqTtndqAZDRAWw2vgZwQK,https://api.spotify.com/v1/tracks/2ZqTtndqAZDRAWw2vgZwQK,https://api.spotify.com/v1/audio-analysis/2ZqTtndqAZDRAWw2vgZwQK,205752.0,4.0
5205,Nine in the Afternoon - Single Mix,Panic! At The Disco,1S30kHvkkdMkcuCTGSgS41,0.405,0.689,10.0,-5.75,1.0,0.0365,0.0843,0.0,0.207,0.397,155.189,audio_features,1S30kHvkkdMkcuCTGSgS41,spotify:track:1S30kHvkkdMkcuCTGSgS41,https://api.spotify.com/v1/tracks/1S30kHvkkdMkcuCTGSgS41,https://api.spotify.com/v1/audio-analysis/1S30kHvkkdMkcuCTGSgS41,191560.0,4.0
5206,"Dear Maria, Count Me In",All Time Low,3ZsexY07D4t4HRq7ogeSAS,0.465,0.896,2.0,-3.126,1.0,0.0795,0.00725,0.0,0.206,0.569,181.014,audio_features,3ZsexY07D4t4HRq7ogeSAS,spotify:track:3ZsexY07D4t4HRq7ogeSAS,https://api.spotify.com/v1/tracks/3ZsexY07D4t4HRq7ogeSAS,https://api.spotify.com/v1/audio-analysis/3ZsexY07D4t4HRq7ogeSAS,182827.0,4.0
5207,Now,Paramore,0LBz07gAdgUukYvpFyW87y,0.419,0.951,0.0,-3.201,1.0,0.0897,0.000569,0.000342,0.196,0.326,161.922,audio_features,0LBz07gAdgUukYvpFyW87y,spotify:track:0LBz07gAdgUukYvpFyW87y,https://api.spotify.com/v1/tracks/0LBz07gAdgUukYvpFyW87y,https://api.spotify.com/v1/audio-analysis/0LBz07gAdgUukYvpFyW87y,250880.0,4.0
5208,crushcrushcrush,Paramore,3VA4sjTMSTTF02hFGmlpJh,0.631,0.793,1.0,-4.086,0.0,0.0468,0.000218,5.65e-05,0.0976,0.648,136.96,audio_features,3VA4sjTMSTTF02hFGmlpJh,spotify:track:3VA4sjTMSTTF02hFGmlpJh,https://api.spotify.com/v1/tracks/3VA4sjTMSTTF02hFGmlpJh,https://api.spotify.com/v1/audio-analysis/3VA4sjTMSTTF02hFGmlpJh,189373.0,4.0
5209,Born for This,Paramore,4JFTOshl2tCk379jFm9eyy,0.544,0.95,1.0,-2.25,1.0,0.0613,0.00106,0.0,0.0845,0.64,92.537,audio_features,4JFTOshl2tCk379jFm9eyy,spotify:track:4JFTOshl2tCk379jFm9eyy,https://api.spotify.com/v1/tracks/4JFTOshl2tCk379jFm9eyy,https://api.spotify.com/v1/audio-analysis/4JFTOshl2tCk379jFm9eyy,238627.0,4.0
5210,"For a Pessimist, I'm Pretty Optimistic",Paramore,2PDLmgDWiwjUTxl1pPyDQA,0.537,0.927,6.0,-3.322,1.0,0.0476,0.00017,6.78e-06,0.115,0.379,102.445,audio_features,2PDLmgDWiwjUTxl1pPyDQA,spotify:track:2PDLmgDWiwjUTxl1pPyDQA,https://api.spotify.com/v1/tracks/2PDLmgDWiwjUTxl1pPyDQA,https://api.spotify.com/v1/audio-analysis/2PDLmgDWiwjUTxl1pPyDQA,228293.0,4.0
5211,The Only Exception,Paramore,7JIuqL4ZqkpfGKQhYlrirs,0.452,0.563,4.0,-6.607,1.0,0.0272,0.144,0.0,0.143,0.209,137.715,audio_features,7JIuqL4ZqkpfGKQhYlrirs,spotify:track:7JIuqL4ZqkpfGKQhYlrirs,https://api.spotify.com/v1/tracks/7JIuqL4ZqkpfGKQhYlrirs,https://api.spotify.com/v1/audio-analysis/7JIuqL4ZqkpfGKQhYlrirs,267653.0,3.0
5212,Brick by Boring Brick,Paramore,1a9YW7fATU351ok4zWjU7a,0.436,0.942,9.0,-2.206,1.0,0.0496,9.56e-05,0.000438,0.209,0.5,164.975,audio_features,1a9YW7fATU351ok4zWjU7a,spotify:track:1a9YW7fATU351ok4zWjU7a,https://api.spotify.com/v1/tracks/1a9YW7fATU351ok4zWjU7a,https://api.spotify.com/v1/audio-analysis/1a9YW7fATU351ok4zWjU7a,253947.0,4.0
5213,Playing God,Paramore,7hInOqJnlEayXao08yVYAn,0.583,0.96,1.0,-3.597,0.0,0.0511,0.00105,2.97e-05,0.0801,0.626,137.991,audio_features,7hInOqJnlEayXao08yVYAn,spotify:track:7hInOqJnlEayXao08yVYAn,https://api.spotify.com/v1/tracks/7hInOqJnlEayXao08yVYAn,https://api.spotify.com/v1/audio-analysis/7hInOqJnlEayXao08yVYAn,182800.0,4.0
5214,Queer,Garbage,1rv9cX499pt0C7ws8ZEZQf,0.537,0.664,5.0,-6.955,0.0,0.0305,0.0131,0.000148,0.175,0.39,95.07,audio_features,1rv9cX499pt0C7ws8ZEZQf,spotify:track:1rv9cX499pt0C7ws8ZEZQf,https://api.spotify.com/v1/tracks/1rv9cX499pt0C7ws8ZEZQf,https://api.spotify.com/v1/audio-analysis/1rv9cX499pt0C7ws8ZEZQf,276667.0,4.0
5215,Special,Garbage,6BuUPwGq9JXzc2u5egnjTp,0.433,0.943,0.0,-4.467,0.0,0.0434,1.4e-05,0.144,0.138,0.398,131.643,audio_features,6BuUPwGq9JXzc2u5egnjTp,spotify:track:6BuUPwGq9JXzc2u5egnjTp,https://api.spotify.com/v1/tracks/6BuUPwGq9JXzc2u5egnjTp,https://api.spotify.com/v1/audio-analysis/6BuUPwGq9JXzc2u5egnjTp,226493.0,4.0
5216,When I Grow Up,Garbage,3OBn2PsOSCOArm0KdTcclY,0.591,0.898,7.0,-4.583,0.0,0.0507,0.00129,2.52e-05,0.812,0.684,139.644,audio_features,3OBn2PsOSCOArm0KdTcclY,spotify:track:3OBn2PsOSCOArm0KdTcclY,https://api.spotify.com/v1/tracks/3OBn2PsOSCOArm0KdTcclY,https://api.spotify.com/v1/audio-analysis/3OBn2PsOSCOArm0KdTcclY,202200.0,4.0
5217,Dreamscape,009 Sound System,5fp6m6Zo4LetiWaMMrPjy5,0.549,0.719,3.0,-7.266,0.0,0.0561,0.00481,0.000382,0.195,0.586,123.028,audio_features,5fp6m6Zo4LetiWaMMrPjy5,spotify:track:5fp6m6Zo4LetiWaMMrPjy5,https://api.spotify.com/v1/tracks/5fp6m6Zo4LetiWaMMrPjy5,https://api.spotify.com/v1/audio-analysis/5fp6m6Zo4LetiWaMMrPjy5,277489.0,4.0
5218,We're All in This Together,Sam Roberts Band,6goFAkOmzIbPZSPhyBXoVI,0.567,0.969,6.0,-3.162,0.0,0.0507,0.02,0.000219,0.212,0.617,97.069,audio_features,6goFAkOmzIbPZSPhyBXoVI,spotify:track:6goFAkOmzIbPZSPhyBXoVI,https://api.spotify.com/v1/tracks/6goFAkOmzIbPZSPhyBXoVI,https://api.spotify.com/v1/audio-analysis/6goFAkOmzIbPZSPhyBXoVI,299707.0,4.0
5219,The Mummers' Dance,Loreena McKennitt,5OFXqc0YydDLSJTxEp0AjS,0.548,0.456,0.0,-11.53,0.0,0.0289,0.425,0.116,0.0892,0.294,120.274,audio_features,5OFXqc0YydDLSJTxEp0AjS,spotify:track:5OFXqc0YydDLSJTxEp0AjS,https://api.spotify.com/v1/tracks/5OFXqc0YydDLSJTxEp0AjS,https://api.spotify.com/v1/audio-analysis/5OFXqc0YydDLSJTxEp0AjS,367440.0,4.0
5220,Flashing Lights,Kanye West,0ua0Go4NN4Td7l0Zre6Ce3,0.634,0.649,6.0,-7.505,0.0,0.0486,0.0315,0.0,0.482,0.509,90.482,audio_features,0ua0Go4NN4Td7l0Zre6Ce3,spotify:track:0ua0Go4NN4Td7l0Zre6Ce3,https://api.spotify.com/v1/tracks/0ua0Go4NN4Td7l0Zre6Ce3,https://api.spotify.com/v1/audio-analysis/0ua0Go4NN4Td7l0Zre6Ce3,237507.0,4.0
5221,Move Your Feet,Junior Senior,4jacsL77ZYnpInmTtUBaJW,0.755,0.895,9.0,-2.619,1.0,0.0883,0.0507,0.0737,0.222,0.844,118.871,audio_features,4jacsL77ZYnpInmTtUBaJW,spotify:track:4jacsL77ZYnpInmTtUBaJW,https://api.spotify.com/v1/tracks/4jacsL77ZYnpInmTtUBaJW,https://api.spotify.com/v1/audio-analysis/4jacsL77ZYnpInmTtUBaJW,181907.0,4.0
5222,Paranoid,Kanye West,0w2piYWj1F2bzUftzGJgK9,0.587,0.611,6.0,-7.408,1.0,0.106,0.114,9.83e-05,0.0765,0.464,114.991,audio_features,0w2piYWj1F2bzUftzGJgK9,spotify:track:0w2piYWj1F2bzUftzGJgK9,https://api.spotify.com/v1/tracks/0w2piYWj1F2bzUftzGJgK9,https://api.spotify.com/v1/audio-analysis/0w2piYWj1F2bzUftzGJgK9,277907.0,4.0
5223,(Don't Fear) The Reaper,Apollo 440,2EyI2YCkxefrUvFkCedb3C,0.494,0.948,0.0,-7.668,1.0,0.0379,2.48e-05,0.286,0.218,0.388,134.999,audio_features,2EyI2YCkxefrUvFkCedb3C,spotify:track:2EyI2YCkxefrUvFkCedb3C,https://api.spotify.com/v1/tracks/2EyI2YCkxefrUvFkCedb3C,https://api.spotify.com/v1/audio-analysis/2EyI2YCkxefrUvFkCedb3C,328067.0,4.0
